Protocolo,Motivo,Fecha Toma Muestra,Semana Epidemiológica,Rup Toma Muestra,"Rup Toma
 Muestra2",Coordenada X,Coordenada y,Huso,longitude,latitude,Región ,Comuna,Comuna2,Temp Min,Temp Max,Humedad relativa (%),Precipitación diaria,Precipitacion mensual acumulada,Especie,Nombre científico,Familia,Orden,Categoria,N° animal muestreado,Total Muestras,RT-PCR Tiempo Real IA Matrix A +,RT-PCR Tiempo Real IA Matrix A -,IDAG +,IDAG -,Secuenciación,Clasificación,Comentarios
235534,Vigilancia,6/02/2023,6,03.1.02.0061,03.1.02.0061,316457,7000157,19,-70.85154505,-27.10884842,Atacama,CALDERA,CALDERA,17.3,25.1,77,0,0,Piquero,Sula variegata,Sulidae,Suliformes,Aves Silvestres,1,1,1,,,,H5N1,Positivo,
235531,Vigilancia,6/02/2023,6,03.2.01.0010,03.2.01.0010,332542,7060632,19,-70.68126082,-26.56511337,Atacama,CHAÑARAL,CHAÑARAL,17.8,21.6,81.8,0,0.3,Piquero,Sula variegata,Sulidae,Suliformes,Aves Silvestres,1,1,1,,,,H5N1,Positivo,
235902,Vigilancia,6/02/2023,6,15.1.02.0124,15.1.02.0124,366497,7877562,19,-70.26981157,-19.19091189,Arica,CAMARONES,CAMARONES,21,28.4,57.4,0,0,Guanay,Leucocarbo bougainvilliorum,Phalacrocoracidae,Suliformes,Aves Silvestres,1,1,1,,,,H5N1,Positivo,
235954,Vigilancia,7/02/2023,6,03.2.01.0067,03.2.01.0067,337950,7084807,19,-70.62391824,-26.34754893,Atacama,CHAÑARAL,CHAÑARAL,18.1,21.9,80.3,0,0.3,Piquero,Sula variegata,Sulidae,Suliformes,Aves Silvestres,1,1,1,,,,H5N1,Positivo,
235906,Vigilancia,7/02/2023,6,15.1.01.0996,15.1.01.0996,362096,7957144,19,-70.3060942,-18.47155594,Arica,ARICA,ARICA,20.7,26.4,62,0,0,Guanay,Leucocarbo bougainvilliorum,Phalacrocoracidae,Suliformes,Aves Silvestres,1,1,1,,,,H5N1,Positivo,
235916,Vigilancia,8/02/2023,6,01.1.01.0073,01.1.01.0073,379592,7761943,19,-70.15274149,-20.23636668,Tarapacá,IQUIQUE,IQUIQUE,19.2,26.6,68.8,0,0,Guanay,Leucocarbo bougainvilliorum,Phalacrocoracidae,Suliformes,Aves Silvestres,1,1,1,,,,H5N1,Positivo,
235918,Vigilancia,8/02/2023,6,01.2.03.0315,01.2.03.0315,373673,7834300,19,-70.20443992,-19.58225687,Tarapacá,HUARA,HUARA,19.2,26.6,68.8,0,0,Guanay,Leucocarbo bougainvilliorum,Phalacrocoracidae,Suliformes,Aves Silvestres,3,2,1,1,,,H5N1,Positivo,
236301,Vigilancia,9/02/2023,6,01.1.01.0038,01.1.01.0038,376367,7697206,19,-70.18811828,-20.82100806,Tarapacá,IQUIQUE,IQUIQUE,19.9,27,64,0,0,Guanay,Leucocarbo bougainvilliorum,Phalacrocoracidae,Suliformes,Aves Silvestres,1,1,1,,,,H5N1,Positivo,
236377,Vigilancia,9/02/2023,6,01.1.01.0059,01.1.01.0059,380771,7765756,19,-70.14120458,-20.20199129,Tarapacá,IQUIQUE,IQUIQUE,19.9,27,64,0,0,Piquero,Sula variegata,Sulidae,Suliformes,Aves Silvestres,1,1,1,,,,H5N1,Positivo,
236308,Vigilancia,9/02/2023,6,01.1.01.0078,01.1.01.0078,390196,7630277,19,-70.05952558,-21.4265121,Antofagasta,IQUIQUE,IQUIQUE,19.9,27,64,0,0,Piquero,Sula variegata,Sulidae,Suliformes,Aves Silvestres,1,1,1,,,,H5N1,Positivo,
236358,Vigilancia,9/02/2023,6,01.1.01.0090,01.1.01.0090,378738,7735797,19,-70.16268287,-20.47252771,Tarapacá,IQUIQUE,IQUIQUE,19.9,27,64,0,0,Guanay,Leucocarbo bougainvilliorum,Phalacrocoracidae,Suliformes,Aves Silvestres,1,1,1,,,,H5N1,Positivo,
236043,Vigilancia,9/02/2023,6,02.3.01.0069,02.3.01.0069,376515,7557078,19,-70.19698558,-22.08682159,Antofagasta,TOCOPILLA,TOCOPILLA,20.2,29.2,65.1,0,0,Piquero,Sula variegata,Sulidae,Suliformes,Aves Silvestres,2,2,2,,,,H5N1,Positivo,
237088,Vigilancia,9/02/2023,6,15.1.01.1005,15.1.01.1005,360671,7951676,19,-70.31996629,-18.52086999,Arica,ARICA,ARICA,21.2,26.7,68,0,0,Piquero,Sula variegata,Sulidae,Suliformes,Aves Silvestres,1,1,1,,,,,Positivo,
236239,Vigilancia,10/02/2023,6,02.1.02.0078,02.1.02.0078,367937,7465559,19,-70.28774962,-22.91276687,Antofagasta,MEJILLONES,MEJILLONES,19.5,29.8,62,0,0,Piquero,Sula variegata,Sulidae,Suliformes,Aves Silvestres,1,1,1,,,,,Positivo,
236108,Vigilancia,10/02/2023,6,02.1.02.0079,02.1.02.0079,368513,7487515,19,-70.28027926,-22.71451911,Antofagasta,MEJILLONES,MEJILLONES,19.5,29.8,62,0,0,Piquero,Sula variegata,Sulidae,Suliformes,Aves Silvestres,1,1,1,,,,H5N1,Positivo,
236109,Vigilancia,10/02/2023,6,02.1.02.0080,02.1.02.0080,365853,7459864,19,-70.30856099,-22.96403326,Antofagasta,MEJILLONES,MEJILLONES,19.5,29.8,62,0,0,Piquero,Sula variegata,Sulidae,Suliformes,Aves Silvestres,1,1,1,,,,H5N1,Positivo,
236255,Vigilancia,10/02/2023,6,02.1.02.0081,02.1.02.0081,347468,7444814,19,-70.48934979,-23.09835896,Antofagasta,MEJILLONES,MEJILLONES,19.5,29.8,62,0,0,Piquero,Sula variegata,Sulidae,Suliformes,Aves Silvestres,2,2,2,,,,H5N1,Positivo,
236973,Vigilancia,10/02/2023,6,02.3.01.0069,02.3.01.0069,376515,7557078,19,-70.19698558,-22.08682159,Antofagasta,TOCOPILLA,TOCOPILLA,19.5,29.8,62.3,0,0,Piquero,Sula variegata,Sulidae,Suliformes,Aves Silvestres,1,1,1,,,,,Positivo,
237061,Vigilancia,10/02/2023,6,03.1.02.0063,03.1.02.0063,322570,7013264,19,-70.78802666,-26.99136846,Atacama,CALDERA,CALDERA,18,26.4,70,0,0,Piquero,Sula variegata,Sulidae,Suliformes,Aves Silvestres,1,1,1,,,,H5N1,Positivo,
237063,Vigilancia,10/02/2023,6,03.1.02.0203,03.1.02.0203,326572,7038706,19,-70.74418412,-26.76227195,Atacama,CALDERA,CALDERA,18,26.4,70,0,0,Piquero,Sula variegata,Sulidae,Suliformes,Aves Silvestres,1,1,1,,,,H5N1,Positivo,
237089,Vigilancia,11/02/2023,6,15.1.01.1005,15.1.01.1005,360671,7951676,19,-70.31996629,-18.52086999,Arica,ARICA,ARICA,20.6,26.4,66,0,0,Piquero,Sula variegata,Sulidae,Suliformes,Aves Silvestres,1,1,1,,,,H5N1,Positivo,
237091,Vigilancia,12/02/2023,7,15.1.01.1005,15.1.01.1005,360671,7951676,19,-70,-19,Arica,ARICA,ARICA,22.1,26.9,64,0,0,Piquero,Sula variegata,Sulidae,Suliformes,Aves Silvestres,1,1,1,,,,,Positivo,
236586,Vigilancia,13/02/2023,7,01.1.01.0055,01.1.01.0055,380470,7751434,19,-70,-20,Tarapacá,IQUIQUE,IQUIQUE,20.6,27.5,61.5,0,0,Piquero,Sula variegata,Sulidae,Suliformes,Aves Silvestres,2,1,1,,,,H5N1,Positivo,
236613,Vigilancia,13/02/2023,7,02.1.02.0083,02.1.02.0083,351151,7444811,19,-70.45339766,-23.0987212,Antofagasta,MEJILLONES,MEJILLONES,18.3,29.8,65.1,0,0,Piquero,Sula variegata,Sulidae,Suliformes,Aves Silvestres,1,1,1,,,,H5N1,Positivo,
236618,Vigilancia,13/02/2023,7,02.1.04.0107,02.1.04.0107,350677,7189449,19,-70.48455832,-25.40434002,Antofagasta,TALTAL,TALTAL,14.8,24.4,69.3,0,0,Piquero,Sula variegata,Sulidae,Suliformes,Aves Silvestres,1,1,1,,,,H5N1,Positivo,
236564,Vigilancia,13/02/2023,7,02.1.04.0116,02.1.04.0116,351493,7190468,19,-70.47633588,-25.39522258,Antofagasta,TALTAL,TALTAL,14.8,24.4,69.3,0,0,Guanay,Leucocarbo bougainvilliorum,Phalacrocoracidae,Suliformes,Aves Silvestres,1,1,1,,,,H5N1,Positivo,
236604,Denuncia,13/02/2023,7,05.6.02.0121,05.6.02.0121,249996,6304918,19,-71.6870052,-33.3659414,Valparaíso,ALGARROBO,ALGARROBO,9.7,22.3,77,0,0,Piquero,Sula variegata,Sulidae,Suliformes,Aves Silvestres,1,1,1,,,,H5N1,Positivo,
237130,Vigilancia,13/02/2023,7,15.1.01.0995,15.1.01.0995,358950,7926315,19,-70.33806026,-18.74990641,Arica,ARICA,ARICA,21.5,29.9,57.6,0,0,Piquero,Sula variegata,Sulidae,Suliformes,Aves Silvestres,1,1,1,,,,,Positivo,
237105,Vigilancia,13/02/2023,7,15.1.02.0124,15.1.02.0124,366497,7877562,19,-70,-19,Arica,CAMARONES,CAMARONES,20.8,28.8,56.3,0,0,Piquero,Sula variegata,Sulidae,Suliformes,Aves Silvestres,1,1,1,,,,H5N1,Positivo,
236905,Vigilancia,14/02/2023,7,01.1.01.0059,01.1.01.0059,380771,7765756,19,-70.14120458,-20.20199129,Tarapacá,IQUIQUE,IQUIQUE,21,27.7,60,0,0,Guanay,Leucocarbo bougainvilliorum,Phalacrocoracidae,Suliformes,Aves Silvestres,1,1,1,,,,,Positivo,
236766,Vigilancia,14/02/2023,7,02.1.01.0085,02.1.01.0085,354423,7400134,19,-70.42575054,-23.50245883,Antofagasta,ANTOFAGASTA,ANTOFAGASTA,18.5,25.4,71.4,0,0,Piquero,Sula variegata,Sulidae,Suliformes,Aves Silvestres,4,1,1,,,,,Positivo,
238313,Vigilancia,14/02/2023,7,03.1.02.0067,03.1.02.0067,317266,7002926,19,-70.84297821,-27.08396887,Atacama,CALDERA,CALDERA,16.6,23.7,86,0.2,0.3,Piquero,Sula variegata,Sulidae,Suliformes,Aves Silvestres,1,1,1,,,,,Positivo,
236901,Vigilancia,15/02/2023,7,01.2.03.0315,01.2.03.0315,373673,7834300,19,-70,-20,Tarapacá,HUARA,HUARA,21.3,27.8,57.5,0,0,Guanay,Leucocarbo bougainvilliorum,Phalacrocoracidae,Suliformes,Aves Silvestres,18,4,3,1,,,H5N1,Positivo,
236815,Vigilancia,15/02/2023,7,02.1.01.0085,02.1.01.0085,354423,7400134,19,-70.42575054,-23.50245883,Antofagasta,ANTOFAGASTA,ANTOFAGASTA,18.8,25.1,71.2,0,0,Piquero,Sula variegata,Sulidae,Suliformes,Aves Silvestres,1,1,1,,,,,Positivo,
237131,Vigilancia,15/02/2023,7,15.1.01.0995,15.1.01.0995,358950,7926315,19,-70.33806026,-18.74990641,Arica,ARICA,ARICA,21,30.4,56.5,0,0,Piquero,Sula variegata,Sulidae,Suliformes,Aves Silvestres,2,1,1,,,,,Positivo,
237131,Vigilancia,15/02/2023,7,15.1.01.0995,15.1.01.0995,358950,7926315,19,-70.33806026,-18.74990641,Arica,ARICA,ARICA,21,30.4,56.5,0,0,Guanay,Leucocarbo bougainvilliorum,Phalacrocoracidae,Suliformes,Aves Silvestres,1,1,1,,,,H5N1,Positivo,
237272,Vigilancia,16/02/2023,7,01.1.01.0055,01.1.01.0055,380470,7751434,19,-70.14503413,-20.33136614,Tarapacá,IQUIQUE,IQUIQUE,21.4,29.5,59.2,0,0,Piquero,Sula variegata,Sulidae,Suliformes,Aves Silvestres,2,2,2,,,,H5N1,Positivo,
237155,Vigilancia,16/02/2023,7,02.1.04.0116,02.1.04.0116,351493,7190468,19,-70.47633588,-25.39522258,Antofagasta,TALTAL,TALTAL,14.6,20.8,74.9,0,0,Piquero,Sula variegata,Sulidae,Suliformes,Aves Silvestres,1,1,1,,,,H5N1,Positivo,
237438,Vigilancia,16/02/2023,7,03.1.02.0062,03.1.02.0062,322300,7011883,19,-70.79094394,-27.00379629,Atacama,CALDERA,CALDERA,16.7,25.9,74,0,0.3,Piquero,Sula variegata,Sulidae,Suliformes,Aves Silvestres,1,1,1,,,,,Positivo,
237206,Vigilancia,16/02/2023,7,15.1.01.0995,15.1.01.0995,358950,7926315,19,-70.33806026,-18.74990641,Arica,ARICA,ARICA,21.9,32.4,54.9,0,0,Piquero,Sula variegata,Sulidae,Suliformes,Aves Silvestres,3,1,1,,,,H5N1,Positivo,
237206,Vigilancia,16/02/2023,7,15.1.01.0995,15.1.01.0995,358950,7926315,19,-70.33806026,-18.74990641,Arica,ARICA,ARICA,21.9,32.4,54.9,0,0,Guanay,Leucocarbo bougainvilliorum,Phalacrocoracidae,Suliformes,Aves Silvestres,1,1,1,,,,,Positivo,
237094,Vigilancia,16/02/2023,7,15.1.01.1005,15.1.01.1005,360671,7951676,19,-70.31996629,-18.52086999,Arica,ARICA,ARICA,21.3,27,65,0,0,Guanay,Leucocarbo bougainvilliorum,Phalacrocoracidae,Suliformes,Aves Silvestres,1,1,1,,,,,Positivo,
237209,Vigilancia,16/02/2023,7,15.1.02.0124,15.1.02.0124,366497,7877562,19,-70.26981157,-19.19091189,Arica,CAMARONES,CAMARONES,21.6,29.4,56.5,0,0,Piquero,Sula variegata,Sulidae,Suliformes,Aves Silvestres,1,1,1,,,,,Positivo,
237267,Vigilancia,17/02/2023,7,01.2.03.0315,01.2.03.0315,373673,7834300,19,-70,-20,Tarapacá,HUARA,HUARA,21,28.2,63.5,0,0,Guanay,Leucocarbo bougainvilliorum,Phalacrocoracidae,Suliformes,Aves Silvestres,23,6,3,3,,,,Positivo,
237373,Vigilancia,18/02/2023,7,01.1.01.0055,01.1.01.0055,380470,7751434,19,-70.14503413,-20.33136614,Tarapacá,IQUIQUE,IQUIQUE,21,30.2,55,0,0,Piquero,Sula variegata,Sulidae,Suliformes,Aves Silvestres,2,1,1,,,,H5N1,Positivo,
237369,Vigilancia,18/02/2023,7,01.1.01.0073,01.1.01.0073,379592,7761943,19,-70.15274149,-20.23636668,Tarapacá,IQUIQUE,IQUIQUE,21,30.2,55,0,0,Guanay,Leucocarbo bougainvilliorum,Phalacrocoracidae,Suliformes,Aves Silvestres,1,1,1,,,,H5N1,Positivo,
237411,Vigilancia,18/02/2023,7,01.1.01.0093,01.1.01.0093,375437,7697920,19,-70.19700321,-20.81449571,Tarapacá,IQUIQUE,IQUIQUE,21,30.2,55,0,0,Piquero,Sula variegata,Sulidae,Suliformes,Aves Silvestres,1,1,1,,,,H5N1,Positivo,
237411,Vigilancia,18/02/2023,7,01.1.01.0093,01.1.01.0093,375437,7697920,19,-70.19700321,-20.81449571,Tarapacá,IQUIQUE,IQUIQUE,21,30.2,55,0,0,Guanay,Leucocarbo bougainvilliorum,Phalacrocoracidae,Suliformes,Aves Silvestres,4,1,1,,,,H5N1,Positivo,
237445,Vigilancia,19/02/2023,8,01.1.01.0059,01.1.01.0059,380771,7765756,19,-70.14120458,-20.20199129,Tarapacá,IQUIQUE,IQUIQUE,20.8,28,57,0,0,Guanay,Leucocarbo bougainvilliorum,Phalacrocoracidae,Suliformes,Aves Silvestres,1,1,1,,,,H5N1,Positivo,
237450,Vigilancia,19/02/2023,8,01.1.01.0093,01.1.01.0093,375437,7697920,19,-70.19700321,-20.81449571,Tarapacá,IQUIQUE,IQUIQUE,20.8,28,57,0,0,Guanay,Leucocarbo bougainvilliorum,Phalacrocoracidae,Suliformes,Aves Silvestres,3,1,1,,,,H5N1,Positivo,
237755,Vigilancia,20/02/2023,8,01.1.01.0073,01.1.01.0073,379592,7761943,19,-70.15274149,-20.23636668,Tarapacá,IQUIQUE,IQUIQUE,19.8,27.1,71.2,0,0,Guanay,Leucocarbo bougainvilliorum,Phalacrocoracidae,Suliformes,Aves Silvestres,1,1,1,,,,H5N1,Positivo,
238316,Vigilancia,20/02/2023,8,04.1.02.0460,04.1.02.0460,266295,6657034,19,-71.42754439,-30.1957376,Coquimbo,COQUIMBO,COQUIMBO,15.8,19.4,89.2,0,0,Guanay,Leucocarbo bougainvilliorum,Phalacrocoracidae,Suliformes,Aves Silvestres,1,1,1,,,,H5N1,Positivo,
237925,Vigilancia,21/02/2023,8,01.1.01.0081,01.1.01.0081,379087,7765855,19,-70.15731399,-20.20099146,Tarapacá,IQUIQUE,IQUIQUE,18.7,25.8,65.5,0,0,Guanay,Leucocarbo bougainvilliorum,Phalacrocoracidae,Suliformes,Aves Silvestres,1,1,1,,,,,Positivo,
238306,Vigilancia,21/02/2023,8,03.2.01.0064,03.2.01.0064,334056,7081176,19,-70.66339643,-26.3798733,Atacama,CHAÑARAL,CHAÑARAL,17.4,21.9,81.2,0,0.3,Guanay,Leucocarbo bougainvilliorum,Phalacrocoracidae,Suliformes,Aves Silvestres,1,1,1,,,,H5N1,Positivo,
238245,Vigilancia,22/02/2023,8,01.1.01.0059,01.1.01.0059,380771,7765756,19,-70.14120458,-20.20199129,Tarapacá,IQUIQUE,IQUIQUE,19.4,26.5,52.5,0,0,Guanay,Leucocarbo bougainvilliorum,Phalacrocoracidae,Suliformes,Aves Silvestres,1,1,1,,,,,Positivo,
238317,Vigilancia,22/02/2023,8,03.1.02.0061,03.1.02.0061,316457,7000157,19,-70.85154505,-27.10884842,Atacama,CALDERA,CALDERA,17.8,26.1,74,0,0.3,Guanay,Leucocarbo bougainvilliorum,Phalacrocoracidae,Suliformes,Aves Silvestres,1,1,1,,,,,Positivo,
238329,Vigilancia,22/02/2023,8,04.1.01.0674,04.1.01.0674,280151,6686329,19,-71.27765811,-29.93415952,Coquimbo,LA SERENA,LA SERENA,16.1,21.6,79,0,0,Guanay,Leucocarbo bougainvilliorum,Phalacrocoracidae,Suliformes,Aves Silvestres,1,1,1,,,,,Positivo,
238744,Vigilancia,23/02/2023,8,01.1.01.0093,01.1.01.0093,375437,7697920,19,-70.19700321,-20.81449571,Tarapacá,IQUIQUE,IQUIQUE,18.2,26,63.8,0,0,Guanay,Leucocarbo bougainvilliorum,Phalacrocoracidae,Suliformes,Aves Silvestres,1,1,1,,,,H5N1,Positivo,
238746,Vigilancia,23/02/2023,8,01.1.01.0096,01.1.01.0096,385955,7656898,19,-70.09865274,-21.18576347,Tarapacá,IQUIQUE,IQUIQUE,18.2,26,63.8,0,0,Piquero,Sula variegata,Sulidae,Suliformes,Aves Silvestres,1,1,1,,,,H5N1,Positivo,
238746,Vigilancia,23/02/2023,8,01.1.01.0096,01.1.01.0096,385955,7656898,19,-70.09865274,-21.18576347,Tarapacá,IQUIQUE,IQUIQUE,18.2,26,63.8,0,0,Guanay,Leucocarbo bougainvilliorum,Phalacrocoracidae,Suliformes,Aves Silvestres,1,1,1,,,,H5N1,Positivo,
238983,Vigilancia,23/02/2023,8,04.1.02.0487,04.1.02.0487,256044,6645667,19,-71.53657075,-30.2962019,Coquimbo,COQUIMBO,COQUIMBO,14.9,19.3,87.2,0,0,Guanay,Leucocarbo bougainvilliorum,Phalacrocoracidae,Suliformes,Aves Silvestres,1,1,1,,,,H5N1,Positivo,
238974,Vigilancia,23/02/2023,8,04.1.04.0189,04.1.04.0189,252726,6759250,19,-72,-29,Coquimbo,LA HIGUERA,LA HIGUERA,14,20.7,80,0,2.4,Piquero,Sula variegata,Sulidae,Suliformes,Aves Silvestres,1,1,1,,,,H5N1,Positivo,
238777,Vigilancia,24/02/2023,8,01.2.03.0315,01.2.03.0315,373673,7834300,19,-70.20443992,-19.58225687,Tarapacá,HUARA,HUARA,18.6,27.2,66,0,0,Piquero,Sula variegata,Sulidae,Suliformes,Aves Silvestres,1,1,1,,,,,Positivo,
241302,Vigilancia,24/02/2023,8,03.1.02.0068,03.1.02.0068,313321,6955981,19,-70.88990981,-27.50704066,Atacama,CALDERA,CALDERA,14.8,26.5,68,0,0.3,Piquero,Sula variegata,Sulidae,Suliformes,Aves Silvestres,1,1,1,,,,,Positivo,
239047,Denuncia,24/02/2023,8,04.1.01.0630,04.1.01.0630,280207,6693833,19,-71.27553938,-29.86650147,Coquimbo,LA SERENA,LA SERENA,15.5,22.1,85,0,0,Guanay,Leucocarbo bougainvilliorum,Phalacrocoracidae,Suliformes,Aves Silvestres,1,1,1,,,,,Positivo,
238535,Vigilancia,24/02/2023,8,05.1.07.0141,05.1.07.0141,266026,6370565,19,-71.4980812,-32.77796485,Valparaíso,QUINTERO,QUINTERO,15,21,84.3,0,0,Piquero,Sula variegata,Sulidae,Suliformes,Aves Silvestres,1,1,1,,,,H5N1,Positivo,
238807,Vigilancia,25/02/2023,8,01.1.01.0093,01.1.01.0093,375437,7697920,19,-70.19700321,-20.81449571,Tarapacá,IQUIQUE,IQUIQUE,18.4,27.2,58.5,0,0,Guanay,Leucocarbo bougainvilliorum,Phalacrocoracidae,Suliformes,Aves Silvestres,3,1,1,,,,,Positivo,
238918,Vigilancia,25/02/2023,8,04.1.04.0189,04.1.04.0189,252726,6759250,19,-71.54498883,-29.27147823,Coquimbo,LA HIGUERA,LA HIGUERA,15.4,21.1,81.9,0,2.4,Piquero,Sula variegata,Sulidae,Suliformes,Aves Silvestres,1,1,1,,,,H5N1,Positivo,
239006,Vigilancia,25/02/2023,8,04.1.04.0189,04.1.04.0189,252726,6759250,19,-71.54498883,-29.27147823,Coquimbo,LA HIGUERA,LA HIGUERA,15.4,21.1,81.9,0,2.4,Guanay,Leucocarbo bougainvilliorum,Phalacrocoracidae,Suliformes,Aves Silvestres,1,1,1,,,,H5N1,Positivo,
239024,Vigilancia,25/02/2023,8,04.1.04.0189,04.1.04.0189,252726,6759250,19,-71.54498883,-29.27147823,Coquimbo,LA HIGUERA,LA HIGUERA,15.4,21.1,81.9,0,2.4,Piquero,Sula variegata,Sulidae,Suliformes,Aves Silvestres,1,1,1,,,,H5N1,Positivo,
239670,Vigilancia,27/02/2023,9,03.2.01.0066,03.2.01.0066,338098,7084719,19,-70.62244667,-26.34836,Atacama,CHAÑARAL,CHAÑARAL,16.6,21.6,79.5,0,0.3,Piquero,Sula variegata,Sulidae,Suliformes,Aves Silvestres,1,1,1,,,,H5N1,Positivo,
239080,Vigilancia,27/02/2023,9,04.1.02.0470,04.1.02.0470,271921,6680620,19,-71.36408076,-29.98413689,Coquimbo,COQUIMBO,COQUIMBO,16.1,18.9,88.2,0,0,Guanay,Leucocarbo bougainvilliorum,Phalacrocoracidae,Suliformes,Aves Silvestres,1,1,1,,,,H5N1,Positivo,
238993,Vigilancia,27/02/2023,9,15.1.02.0124,15.1.02.0124,366497,7877562,19,-70.26981157,-19.19091189,Arica,CAMARONES,CAMARONES,16.9,26.6,57.7,0,0,Guanay,Leucocarbo bougainvilliorum,Phalacrocoracidae,Suliformes,Aves Silvestres,2,1,1,,,,,Positivo,
239595,Vigilancia,28/02/2023,9,04.1.04.0189,04.1.04.0189,252726,6759250,19,-71.54498883,-29.27147823,Coquimbo,LA HIGUERA,LA HIGUERA,15.1,17.4,85.9,0,2.4,Piquero,Sula variegata,Sulidae,Suliformes,Aves Silvestres,1,1,1,,,,H5N1,Positivo,
239584,Vigilancia,1/03/2023,9,04.1.04.0180,04.1.04.0180,254973,6762941,19,-72,-29,Coquimbo,LA HIGUERA,LA HIGUERA,14,19.6,83.4,0,0,Guanay,Leucocarbo bougainvilliorum,Phalacrocoracidae,Suliformes,Aves Silvestres,1,1,1,,,,H5N1,Positivo,
239958,Denuncia,2/03/2023,9,04.1.04.0181,04.1.04.0181,260153,6762049,19,-71.46800206,-29.24767264,Coquimbo,LA HIGUERA,LA HIGUERA,15.6,19.4,82,0,0,Piquero,Sula variegata,Sulidae,Suliformes,Aves Silvestres,1,1,1,,,,H5N1,Positivo,
241308,Vigilancia,3/03/2023,9,03.1.02.0076,03.1.02.0076,307907,6974863,19,-71,-27,Atacama,CALDERA,CALDERA,17.6,24.4,66,0,0,Guanay,Leucocarbo bougainvilliorum,Phalacrocoracidae,Suliformes,Aves Silvestres,1,1,1,,,,,Positivo,
240272,Vigilancia,6/03/2023,10,01.1.01.0090,01.1.01.0090,378738,7735797,19,-70.16268287,-20.47252771,Tarapacá,IQUIQUE,IQUIQUE,19.9,29.9,53.2,0,0,Piquero,Sula variegata,Sulidae,Suliformes,Aves Silvestres,1,1,1,,,,,Positivo,
241299,Vigilancia,8/03/2023,10,03.2.01.0011,03.2.01.0011,333332,7105920,19,-71,-26,Atacama,CHAÑARAL,CHAÑARAL,18,23.8,67.2,0,0,Piquero,Sula variegata,Sulidae,Suliformes,Aves Silvestres,1,1,1,,,,,Positivo,
241057,Vigilancia,9/03/2023,10,04.2.03.0599,04.2.03.0599,263978,6468328,19,-71,-32,Coquimbo,LOS VILOS,LOS VILOS,11.3,21.2,76.9,0,0.2,Piquero,Sula variegata,Sulidae,Suliformes,Aves Silvestres,1,1,1,,,,,Positivo,
241297,Vigilancia,10/03/2023,10,02.1.02.0078,02.1.02.0078,367937,7465559,19,-70,-23,Antofagasta,MEJILLONES,MEJILLONES,18.8,27.1,62,0,0,Piquero,Sula variegata,Sulidae,Suliformes,Aves Silvestres,1,1,1,,,,,Positivo,
241316,Vigilancia,11/03/2023,10,06.2.05.0744,06.2.05.0744,234661,6239182,19,-72,-34,O'Higgins,NAVIDAD,NAVIDAD,8.3,20,83.8,0,0.2,Guanay,Leucocarbo bougainvilliorum,Phalacrocoracidae,Suliformes,Aves Silvestres,1,1,1,,,,,Positivo,
242455,Vigilancia,12/03/2023,11,03.1.02.0130,03.1.02.0130,321759,7004894,19,-71,-27,Atacama,CALDERA,CALDERA,15.6,25.4,69,0,0,Piquero,Sula variegata,Sulidae,Suliformes,Aves Silvestres,1,1,1,,,,H5N1,Positivo,
241364,Vigilancia,12/03/2023,11,04.1.04.0180,04.1.04.0180,254973,6762941,19,-72,-29,Coquimbo,LA HIGUERA,LA HIGUERA,14.8,21.9,78,0,0,Piquero,Sula variegata,Sulidae,Suliformes,Aves Silvestres,1,1,1,,,,,Positivo,
241440,Vigilancia,12/03/2023,11,04.2.03.0599,04.2.03.0599,263978,6468328,19,-71,-32,Coquimbo,LOS VILOS,LOS VILOS,10.5,22.7,69,0,0.2,Piquero,Sula variegata,Sulidae,Suliformes,Aves Silvestres,1,1,1,,,,,Positivo,
241318,Vigilancia,12/03/2023,11,06.2.05.0742,06.2.05.0742,233512,6237098,19,-72,-34,O'Higgins,NAVIDAD,NAVIDAD,6.7,21,83.9,0,0.2,Guanay,Leucocarbo bougainvilliorum,Phalacrocoracidae,Suliformes,Aves Silvestres,2,2,1,1,,,,Positivo,
241388,Vigilancia,12/03/2023,11,06.2.05.0744,06.2.05.0744,234661,6239182,19,-72,-34,O'Higgins,NAVIDAD,NAVIDAD,6.7,21,83.9,0,0.2,Guanay,Leucocarbo bougainvilliorum,Phalacrocoracidae,Suliformes,Aves Silvestres,2,1,1,,,,,Positivo,
244056,Vigilancia,13/03/2023,11,03.2.01.0066,03.2.01.0066,338098,7084719,19,-71,-26,Atacama,CHAÑARAL,CHAÑARAL,17.4,22.3,72.2,0,0,Piquero,Sula variegata,Sulidae,Suliformes,Aves Silvestres,1,1,1,,,,,Positivo,
241747,Vigilancia,13/03/2023,11,04.2.03.0599,04.2.03.0599,263978,6468328,19,-71,-32,Coquimbo,LOS VILOS,LOS VILOS,11.2,22.5,74.5,0,0.2,Guanay,Leucocarbo bougainvilliorum,Phalacrocoracidae,Suliformes,Aves Silvestres,2,1,1,,,,H5N1,Positivo,
242103,Vigilancia,13/03/2023,11,06.2.05.0742,06.2.05.0742,233512,6237098,19,-72,-34,O'Higgins,NAVIDAD,NAVIDAD,7.5,25,82.6,0,0.2,Piquero,Sula variegata,Sulidae,Suliformes,Aves Silvestres,1,1,1,,,,,Positivo,
