Protocolo,Motivo,Fecha Toma Muestra,Semana Epidemiológica,Rup Toma Muestra,"Rup Toma
 Muestra2",Coordenada X,Coordenada y,Huso,longitude,latitude,Región ,Comuna,Comuna2,Temp Min,Temp Max,Humedad relativa (%),Precipitación diaria,Precipitacion mensual acumulada,Especie,Nombre científico,Familia,Orden,Categoria,N° animal muestreado,Total Muestras,RT-PCR Tiempo Real IA Matrix A +,RT-PCR Tiempo Real IA Matrix A -,IDAG +,IDAG -,Secuenciación,Clasificación,Comentarios
233418,Denuncia,20/01/2023,3,05.6.03.0159,05.6.03.0159,249971,6305507,19,-71.6871104,-33.36062876,Valparaíso,CARTAGENA,CARTAGENA,15.6,21.6,83,0,0,Pelícano,Pelecanus thagus,Pelecanidae,Pelecaniformes,Aves Silvestres,1,4,4,,,,H5N1,Positivo,
233053,Denuncia,20/01/2023,3,06.2.01.0516,06.2.01.0516,234602,6237182,19,-71.87251183,-33.9724254,O'Higgins,PICHILEMU,PICHILEMU,12.8,21.1,72.5,0,0.1,Pelícano,Pelecanus thagus,Pelecanidae,Pelecaniformes,Aves Silvestres,1,1,1,,,,,Positivo,
233442,Denuncia,20/01/2023,3,07.2.03.0388,07.2.03.0388,716817,6052951,18,-72.60529187,-35.64349226,Maule,PELLUHUE,PELLUHUE,9.7,21.1,73.2,0,0,Pelícano,Pelecanus thagus,Pelecanidae,Pelecaniformes,Aves Silvestres,1,1,1,,,,,Positivo,
233447,Vigilancia,21/01/2023,3,05.4.04.1201,05.4.04.1201,269975,6400864,19,-71.44849695,-32.50572542,Valparaíso,PETORCA,PETORCA,9.3,28.8,55,0,0,Pelícano,Pelecanus thagus,Pelecanidae,Pelecaniformes,Aves Silvestres,1,2,1,1,,,H5N1,Positivo,
233453,Vigilancia,21/01/2023,3,05.4.05.0705,05.4.05.0705,269537,6392804,19,-71.45513276,-32.57827728,Valparaíso,ZAPALLAR,ZAPALLAR,10.6,20.5,80,0,0,Pelícano,Pelecanus thagus,Pelecanidae,Pelecaniformes,Aves Silvestres,1,2,2,,,,H5N1,Positivo,
233456,Denuncia,21/01/2023,3,05.6.01.0312,05.6.01.0312,259027,6280789,19,-71.59651086,-33.58541624,Valparaíso,SAN ANTONIO,SAN ANTONIO,9.4,19,83,0,0,Pelícano,Pelecanus thagus,Pelecanidae,Pelecaniformes,Aves Silvestres,1,2,2,,,,,Positivo,
233222,Vigilancia,22/01/2023,4,05.1.03.0044,05.1.03.0044,261654,6350575,19,-71.54987412,-32.95716798,Valparaíso,CON CON,CON CON,11.5,20.4,76,0,0,Pelícano,Pelecanus thagus,Pelecanidae,Pelecaniformes,Aves Silvestres,1,2,1,1,,,H5N1,Positivo,
233219,Vigilancia,22/01/2023,4,05.1.07.0153,05.1.07.0153,265592,6357370,19,-71.5060518,-32.89678531,Valparaíso,QUINTERO,QUINTERO,11.6,21.1,81.6,0,0,Pelícano,Pelecanus thagus,Pelecanidae,Pelecaniformes,Aves Silvestres,1,2,1,1,,,H5N1,Positivo,
233220,Vigilancia,22/01/2023,4,05.6.03.0158,05.6.03.0158,258038,6284733,19,-71.60608928,-33.54965605,Valparaíso,CARTAGENA,CARTAGENA,13,18.8,85,0,0,Pelícano,Pelecanus thagus,Pelecanidae,Pelecaniformes,Aves Silvestres,2,2,1,1,,,H5N1,Positivo,
233970,Denuncia,23/01/2023,4,04.1.02.0457,04.1.02.0457,272111,6682925,19,-71.36162084,-29.96338815,Coquimbo,COQUIMBO,COQUIMBO,15.9,20.5,85.2,0,0,Pelícano,Pelecanus thagus,Pelecanidae,Pelecaniformes,Aves Silvestres,1,2,2,,,,H5N1,Positivo,
233565,Vigilancia,23/01/2023,4,04.2.03.0592,04.2.03.0592,264023,6468520,19,-71.49509295,-31.8947008,Coquimbo,LOS VILOS,LOS VILOS,13.1,22.3,71.1,0,0,Pelícano,Pelecanus thagus,Pelecanidae,Pelecaniformes,Aves Silvestres,1,1,1,,,,,Positivo,
233444,Vigilancia,23/01/2023,4,05.1.09.0081,05.1.09.0081,261546,6343053,19,-71.55298058,-33.02492826,Valparaíso,VIÑA DEL MAR,VIÑA DEL MAR,13.2,20.8,86.2,0,0,Pelícano,Pelecanus thagus,Pelecanidae,Pelecaniformes,Aves Silvestres,1,2,2,,,,H5N1,Positivo,
233450,Vigilancia,23/01/2023,4,05.4.05.0708,05.4.05.0708,273088,6387154,19,-71.41870195,-32.62993331,Valparaíso,ZAPALLAR,ZAPALLAR,14.4,21.7,81,0,0,Pelícano,Pelecanus thagus,Pelecanidae,Pelecaniformes,Aves Silvestres,1,2,1,1,,,H5N1,Positivo,
233513,Denuncia,23/01/2023,4,07.3.03.0216,07.3.03.0216,758908,6136036,18,-72.16706077,-34.88510208,Maule,LICANTEN,LICANTEN,8.8,30.2,67.2,0,0,Pelícano,Pelecanus thagus,Pelecanidae,Pelecaniformes,Aves Silvestres,1,4,2,2,,,H5N1,Positivo,
233623,Vigilancia,24/01/2023,4,05.1.09.0082,05.1.09.0082,262098,6343494,19,-71.54696136,-33.02107497,Valparaíso,VIÑA DEL MAR,VIÑA DEL MAR,11.8,29.6,64.2,0,0,Pelícano,Pelecanus thagus,Pelecanidae,Pelecaniformes,Aves Silvestres,1,2,2,,,,H5N1,Positivo,
233630,Vigilancia,24/01/2023,4,05.4.01.1542,05.4.01.1542,263647,6430666,19,-71.50836613,-32.2358038,Valparaíso,LA LIGUA,LA LIGUA,16.3,26,72,0,0,Pelícano,Pelecanus thagus,Pelecanidae,Pelecaniformes,Aves Silvestres,1,2,1,1,,,H5N1,Positivo,
233952,Vigilancia,24/01/2023,4,05.4.05.0113,05.4.05.0113,270657,6392583,19,-71.44326478,-32.58050158,Valparaíso,ZAPALLAR,ZAPALLAR,14.7,21.7,72,0,0,Pelícano,Pelecanus thagus,Pelecanidae,Pelecaniformes,Aves Silvestres,1,1,1,,,,H5N1,Positivo,
233663,Denuncia,24/01/2023,4,06.2.01.0516,06.2.01.0516,225043,6209492,19,-71.98460112,-34.21935909,O'Higgins,PICHILEMU,PICHILEMU,13.2,23.6,77.8,0,0.1,Pelícano,Pelecanus thagus,Pelecanidae,Pelecaniformes,Aves Silvestres,1,2,2,,,,H5N1,Positivo,
233721,Denuncia,24/01/2023,4,06.2.05.0744,06.2.05.0744,234661,6239182,19,-71.87126808,-33.95442508,O'Higgins,NAVIDAD,NAVIDAD,11.9,27.1,72.8,0,0,Pelícano,Pelecanus thagus,Pelecanidae,Pelecaniformes,Aves Silvestres,1,2,1,1,,,H5N1,Positivo,
234040,Vigilancia,25/01/2023,4,05.6.02.0114,05.6.02.0114,249971,6305507,19,-71.6871104,-33.36062876,Valparaíso,ALGARROBO,ALGARROBO,12.8,19.1,79,0,0,Pelícano,Pelecanus thagus,Pelecanidae,Pelecaniformes,Aves Silvestres,3,15,11,,,,H5N1,Positivo,
234051,Vigilancia,25/01/2023,4,05.6.02.0114,05.6.02.0114,249971,6305507,19,-72,-33,Valparaíso,ALGARROBO,ALGARROBO,12.8,19.1,79,0,0,Pelícano,Pelecanus thagus,Pelecanidae,Pelecaniformes,Aves Silvestres,2,10,10,,,,H5N1,Positivo,
233893,Denuncia,25/01/2023,4,06.2.01.0577,06.2.01.0577,226339,6200238,19,-71.97348397,-34.30304545,O'Higgins,PICHILEMU,PICHILEMU,9,21.8,73.7,0,0.1,Pelícano,Pelecanus thagus,Pelecanidae,Pelecaniformes,Aves Silvestres,1,2,2,,,,H5N1,Positivo,
233949,Denuncia,25/01/2023,4,06.2.05.0788,06.2.05.0788,236393,6240868,19,-71.85203929,-33.93967357,O'Higgins,NAVIDAD,NAVIDAD,8.5,24.4,69.1,0,0,Pelícano,Pelecanus thagus,Pelecanidae,Pelecaniformes,Aves Silvestres,1,2,1,1,,,H5N1,Positivo,
233958,Denuncia,25/01/2023,4,06.2.05.0789,06.2.05.0789,230752,6231350,19,-71.91593081,-34.0239761,O'Higgins,NAVIDAD,NAVIDAD,8.5,24.4,69.1,0,0,Pelícano,Pelecanus thagus,Pelecanidae,Pelecaniformes,Aves Silvestres,1,2,2,,,,H5N1,Positivo,
233947,Denuncia,26/01/2023,4,16.2.07.0064,16.2.07.0064,691313,5971476,18,-73,-36,Ñuble,TREHUACO,TREHUACO,6.3,26.1,67,0,3.4,Pelícano,Pelecanus thagus,Pelecanidae,Pelecaniformes,Aves Silvestres,1,2,2,,,,H5N1,Positivo,
234122,Vigilancia,27/01/2023,4,06.2.01.0521,06.2.01.0521,772432,6186780,18,-72,-34,O'Higgins,PICHILEMU,PICHILEMU,7.4,23.4,72.5,0,0.1,Pelícano,Pelecanus thagus,Pelecanidae,Pelecaniformes,Aves Silvestres,1,2,2,,,,H5N1,Positivo,
234065,Vigilancia,27/01/2023,4,16.2.02.2573,16.2.02.2573,696517,5982461,18,-73,-36,Ñuble,COBQUECURA,COBQUECURA,8.4,23.8,68.6,0,6.9,Pelícano,Pelecanus thagus,Pelecanidae,Pelecaniformes,Aves Silvestres,1,2,2,,,,H5N1,Positivo,
234197,Denuncia,28/01/2023,4,06.2.01.0580,06.2.01.0580,226280,6202250,19,-71.97348521,-34.28490921,O'Higgins,PICHILEMU,PICHILEMU,6.4,23.4,71.7,0,0.1,Pelícano,Pelecanus thagus,Pelecanidae,Pelecaniformes,Aves Silvestres,2,2,2,,,,H5N1,Positivo,
234167,Denuncia,28/01/2023,4,06.2.03.0401,06.2.03.0401,228216,6225552,19,-71.94517049,-34.07554405,O'Higgins,LITUECHE,LITUECHE,,,,,,Pelícano,Pelecanus thagus,Pelecanidae,Pelecaniformes,Aves Silvestres,1,2,1,1,,,H5N1,Positivo,
234166,Denuncia,28/01/2023,4,06.2.05.0755,06.2.05.0755,236625,6242737,19,-71.84897082,-33.92289603,O'Higgins,NAVIDAD,NAVIDAD,5.3,27.2,68.5,0,0,Pelícano,Pelecanus thagus,Pelecanidae,Pelecaniformes,Aves Silvestres,1,2,1,1,,,H5N1,Positivo,
234536,Denuncia,30/01/2023,5,05.4.01.1543,05.4.01.1543,268484,6418631,19,-71.46000214,-32.34528434,Valparaíso,LA LIGUA,LA LIGUA,15.1,26.3,78,0,0,Pelícano,Pelecanus thagus,Pelecanidae,Pelecaniformes,Aves Silvestres,1,2,2,,,,H5N1,Positivo,
234935,Vigilancia,31/01/2023,5,03.3.03.0196,03.3.03.0196,259776,6776896,19,-71.46866943,-29.11372106,Atacama,FREIRINA,FREIRINA,12.7,23.9,75.2,0,0,Pelícano,Pelecanus thagus,Pelecanidae,Pelecaniformes,Aves Silvestres,1,2,1,1,,,H5N1,Positivo,
234620,Vigilancia,31/01/2023,5,04.1.02.0478,04.1.02.0478,274615,6684678,18,-77.33532025,-29.94804362,Coquimbo,COQUIMBO,COQUIMBO,16.2,21,84.5,0,0,Pelícano,Pelecanus thagus,Pelecanidae,Pelecaniformes,Aves Silvestres,1,2,1,1,,,H5N1,Positivo,
234898,Denuncia,1/02/2023,5,06.2.01.0521,06.2.01.0521,772432,6186780,18,-72,-34,O'Higgins,PICHILEMU,PICHILEMU,10.7,22.4,79.6,0,0,Pelícano,Pelecanus thagus,Pelecanidae,Pelecaniformes,Aves Silvestres,2,2,2,,,,H5N1,Positivo,
235876,Vigilancia,2/02/2023,5,15.1.01.0996,15.1.01.0996,362096,7957144,19,-70.3060942,-18.47155594,Arica,ARICA,ARICA,20.9,26.3,64,0,0,Pelícano,Pelecanus thagus,Pelecanidae,Pelecaniformes,Aves Silvestres,1,1,1,,,,H5N1,Positivo,
235206,Denuncia,4/02/2023,5,08.1.12.0079,08.1.12.0079,666847,5924905,18,-73.12962176,-36.80700431,Bío Bío,HUALPEN,HUALPEN,10.8,28.8,56,0,0,Pelícano,Pelecanus thagus,Pelecanidae,Pelecaniformes,Aves Silvestres,1,1,1,,,,H5N1,Positivo,
235399,Denuncia,6/02/2023,6,08.1.11.0719,08.1.11.0719,689793,5964483,18,-73,-36,Bío Bío,TOME,TOME,12.3,25.9,69.8,0,0,Pelícano,Pelecanus thagus,Pelecanidae,Pelecaniformes,Aves Silvestres,1,1,1,,,,H5N1,Positivo,
235498,Denuncia,6/02/2023,6,08.1.11.0720,08.1.11.0720,685146,5955903,18,-72.93209083,-36.52434005,Bío Bío,TOME,TOME,12.3,25.9,69.8,0,0,Pelícano,Pelecanus thagus,Pelecanidae,Pelecaniformes,Aves Silvestres,1,1,1,,,,H5N1,Positivo,
236316,Vigilancia,9/02/2023,6,01.1.01.0081,01.1.01.0081,379087,7765855,19,-70.15731399,-20.20099146,Tarapacá,IQUIQUE,IQUIQUE,19.9,27,64,0,0,Pelícano,Pelecanus thagus,Pelecanidae,Pelecaniformes,Aves Silvestres,1,1,1,,,,H5N1,Positivo,
236150,Vigilancia,9/02/2023,6,04.2.03.0598,04.2.03.0598,261231,6442259,19,-71.53109087,-32.13080803,Coquimbo,LOS VILOS,LOS VILOS,15,22,78.5,0,0,Pelícano,Pelecanus thagus,Pelecanidae,Pelecaniformes,Aves Silvestres,1,1,1,,,,H5N1,Positivo,
235973,Denuncia,9/02/2023,6,16.2.02.2574,16.2.02.2574,697504,5999240,18,-72.80513492,-36.13145402,Ñuble,COBQUECURA,COBQUECURA,7.9,27.8,71.6,0,0,Pelícano,Pelecanus thagus,Pelecanidae,Pelecaniformes,Aves Silvestres,1,1,1,,,,H5N1,Positivo,
236068,Denuncia,10/02/2023,6,16.2.02.2574,16.2.02.2574,697504,5999240,18,-72.80513492,-36.13145402,Ñuble,COBQUECURA,COBQUECURA,10.8,27.1,70,0,0,Pelícano,Pelecanus thagus,Pelecanidae,Pelecaniformes,Aves Silvestres,1,1,1,,,,H5N1,Positivo,
236178,Denuncia,11/02/2023,6,08.1.06.0023,08.1.06.0023,664128,5890677,18,-73.15264992,-37.11586745,Bío Bío,LOTA,LOTA,12.1,23.9,72,0,0,Pelícano,Pelecanus thagus,Pelecanidae,Pelecaniformes,Aves Silvestres,1,1,1,,,,H5N1,Positivo,
236490,Denuncia,11/02/2023,6,16.2.02.2576,16.2.02.2576,695721,5992071,18,-72.82315063,-36.19640218,Ñuble,COBQUECURA,COBQUECURA,8,25.2,70,0,0,Pelícano,Pelecanus thagus,Pelecanidae,Pelecaniformes,Aves Silvestres,1,2,2,,,,H5N1,Positivo,
236985,Vigilancia,13/02/2023,7,04.2.03.0599,04.2.03.0599,263978,6468328,19,-71,-32,Coquimbo,LOS VILOS,LOS VILOS,11,24.4,68.2,0,0,Pelícano,Pelecanus thagus,Pelecanidae,Pelecaniformes,Aves Silvestres,2,2,2,,,,,Positivo,
236574,Vigilancia,13/02/2023,7,08.1.11.0755,08.1.11.0755,680811,5948556,18,-73,-37,Bío Bío,TOME,TOME,13,22.3,69.8,0,0.4,Pelícano,Pelecanus thagus,Pelecanidae,Pelecaniformes,Aves Silvestres,1,1,1,,,,H5N1,Positivo,
236981,Vigilancia,14/02/2023,7,02.3.01.0069,02.3.01.0069,376515,7557078,19,-70.19698558,-22.08682159,Antofagasta,TOCOPILLA,TOCOPILLA,18.3,30,65.1,0,0,Pelícano,Pelecanus thagus,Pelecanidae,Pelecaniformes,Aves Silvestres,1,1,1,,,,,Positivo,
237454,Vigilancia,15/02/2023,7,03.1.02.0062,03.1.02.0062,322300,7011883,19,-70.79094394,-27.00379629,Atacama,CALDERA,CALDERA,16.1,22.9,86,0,0.3,Pelícano,Pelecanus thagus,Pelecanidae,Pelecaniformes,Aves Silvestres,1,1,1,,,,,Positivo,
236989,Vigilancia,15/02/2023,7,04.2.03.0599,04.2.03.0599,263978,6468328,19,-71.49561508,-31.89642203,Coquimbo,LOS VILOS,LOS VILOS,9.5,21.2,71.4,0,0,Pelícano,Pelecanus thagus,Pelecanidae,Pelecaniformes,Aves Silvestres,1,1,1,,,,H5N1,Positivo,
237019,Denuncia,15/02/2023,7,16.2.02.2582,16.2.02.2582,700157,6010386,18,-72.7784998,-36.03049574,Ñuble,COBQUECURA,COBQUECURA,9.5,26.8,66.2,0,0,Pelícano,Pelecanus thagus,Pelecanidae,Pelecaniformes,Aves Silvestres,2,1,1,,,,H5N1,Positivo,
237539,Vigilancia,16/02/2023,7,04.1.02.0559,04.1.02.0559,249103,6645743,19,-71.60866086,-30.29409848,Coquimbo,COQUIMBO,COQUIMBO,15.3,20.5,87.7,0,0,Pelícano,Pelecanus thagus,Pelecanidae,Pelecaniformes,Aves Silvestres,1,1,1,,,,H5N1,Positivo,
237143,Vigilancia,16/02/2023,7,07.2.03.0394,07.2.03.0394,719017,6034176,18,-72.5758905,-35.81213726,Maule,PELLUHUE,PELLUHUE,10.2,22.7,52.5,0,0,Pelícano,Pelecanus thagus,Pelecanidae,Pelecaniformes,Aves Silvestres,1,1,1,,,,,Positivo,
239974,Vigilancia,4/03/2023,9,05.4.05.0703,05.4.05.0703,271923,6387628,19,-71.43099474,-32.6254215,Valparaíso,ZAPALLAR,ZAPALLAR,14.2,17.7,90,0,0,Pelícano,Pelecanus thagus,Pelecanidae,Pelecaniformes,Aves Silvestres,1,1,1,,,,,Positivo,
243174,Vigilancia,19/03/2023,12,04.2.03.0599,04.2.03.0599,263978,6468328,19,-71,-32,Coquimbo,LOS VILOS,LOS VILOS,9.8,22.1,77.6,0,0.2,Pelícano,Pelecanus thagus,Pelecanidae,Pelecaniformes,Aves Silvestres,1,1,1,,,,,Positivo,
243182,Vigilancia,19/03/2023,12,04.2.03.0599,04.2.03.0599,263978,6468328,19,-71,-32,Coquimbo,LOS VILOS,LOS VILOS,9.8,22.1,77.6,0,0.2,Pelícano,Pelecanus thagus,Pelecanidae,Pelecaniformes,Aves Silvestres,1,1,1,,,,,Positivo,
244161,Vigilancia,22/03/2023,12,04.1.02.0645,04.1.02.0645,252776,6644825,19,-72,-30,Coquimbo,COQUIMBO,COQUIMBO,15.9,18.2,92.3,0,0.4,Pelícano,Pelecanus thagus,Pelecanidae,Pelecaniformes,Aves Silvestres,1,1,1,,,,,Positivo,
245535,Vigilancia,29/03/2023,13,07.1.02.0349,07.1.02.0349,722233,6067508,18,-73,-36,Maule,CONSTITUCION,CONSTITUCION,5.9,17.8,82.5,0.2,2.9,Pelícano,Pelecanus thagus,Pelecanidae,Pelecaniformes,Aves Silvestres,1,1,1,,,,H5N1,Positivo,
246488,Vigilancia,30/03/2023,13,04.2.03.0599,04.2.03.0599,263978,6468328,19,-71,-32,Coquimbo,LOS VILOS,LOS VILOS,7.5,22.4,64.9,0,0.2,Pelícano,Pelecanus thagus,Pelecanidae,Pelecaniformes,Aves Silvestres,1,1,1,,,,,Positivo,
246019,Vigilancia,31/03/2023,13,07.1.02.0322,07.1.02.0322,733119,6087087,18,-72,-35,Maule,CONSTITUCION,CONSTITUCION,7,23.5,64.1,0,3,Pelícano,Pelecanus thagus,Pelecanidae,Pelecaniformes,Aves Silvestres,1,1,1,,,,,Positivo,
227079,Denuncia,7/12/2022,49,15.1.01.0995,15.1.01.0995,358950,7926315,19,-70.33806026,-18.74990641,Arica,ARICA,ARICA,18,24.2,62.8,0,0,Piquero,Sula variegata,Sulidae,Suliformes,Aves Silvestres,1,2,2,,,,H5N1,Positivo,
227515,Vigilancia,9/12/2022,50,15.1.01.0701,15.1.01.0701,360449,7962941,19,-70.32128936,-18.41906725,Arica,ARICA,ARICA,19.5,23.1,62,0,0,Piquero,Sula variegata,Sulidae,Suliformes,Aves Silvestres,1,1,1,,,,H5N1,Positivo,
227423,Vigilancia,10/12/2022,50,02.1.01.0085,02.1.01.0085,354423,7400134,19,-70.42575054,-23.50245883,Antofagasta,ANTOFAGASTA,ANTOFAGASTA,16.4,24.4,67.5,0,0,Piquero,Sula variegata,Sulidae,Suliformes,Aves Silvestres,1,2,2,,,,H5N1,Positivo,
227428,Vigilancia,10/12/2022,50,02.1.02.0025,02.1.02.0025,367746,7465156,19,-70.28964614,-22.91639136,Antofagasta,MEJILLONES,MEJILLONES,17.9,26.6,51.8,0,0,Piquero,Sula variegata,Sulidae,Suliformes,Aves Silvestres,1,2,2,,,,H5N1,Positivo,
228245,Vigilancia,15/12/2022,50,02.1.02.0046,02.1.02.0046,367992,7486224,19,-70.28546014,-22.72613807,Antofagasta,MEJILLONES,MEJILLONES,15.8,24.3,67.4,0,0,Piquero,Sula variegata,Sulidae,Suliformes,Aves Silvestres,1,2,2,,,,,Positivo,
228318,Vigilancia,16/12/2022,50,02.1.01.0088,02.1.01.0088,357488,7384657,19,-70.39721775,-23.6424894,Antofagasta,ANTOFAGASTA,ANTOFAGASTA,17,23.1,65.4,0,0,Piquero,Sula variegata,Sulidae,Suliformes,Aves Silvestres,1,2,1,1,,,,Positivo,
228261,Vigilancia,17/12/2022,51,01.1.01.0069,01.1.01.0069,382032,7756232,19,-70.12975863,-20.28811547,Tarapacá,IQUIQUE,IQUIQUE,19.7,25.3,58.2,0,0,Piquero,Sula variegata,Sulidae,Suliformes,Aves Silvestres,1,2,1,1,,,H5N1,Positivo,
229449,Denuncia,22/12/2022,51,03.1.02.0066,03.1.02.0066,321197,7009944,19,-70.80233525,-27.02115226,Atacama,CALDERA,CALDERA,15.3,23.3,72.2,0,0,Guanay,Leucocarbo bougainvilliorum,Phalacrocoracidae,Suliformes,Aves Silvestres,1,2,1,1,,,H5N1,Positivo,
230579,Vigilancia,3/01/2023,1,03.2.01.0023,03.2.01.0023,337277,7084359,19,-70.63071696,-26.35151588,Atacama,CHAÑARAL,CHAÑARAL,15.4,18.6,81.9,0,0,Piquero,Sula variegata,Sulidae,Suliformes,Aves Silvestres,1,2,2,,,,,Positivo,
234902,Vigilancia,27/01/2023,4,02.1.01.0088,02.1.01.0088,357488,7384657,19,-70,-24,Antofagasta,ANTOFAGASTA,ANTOFAGASTA,16.7,23.9,73.6,0,0,Guanay,Leucocarbo bougainvilliorum,Phalacrocoracidae,Suliformes,Aves Silvestres,1,1,1,,,,H5N1,Positivo,
234794,Vigilancia,31/01/2023,5,01.1.01.0069,01.1.01.0069,382032,7756232,19,-70.12975863,-20.28811547,Tarapacá,IQUIQUE,IQUIQUE,20.9,26.6,66.5,0,0,Guanay,Leucocarbo bougainvilliorum,Phalacrocoracidae,Suliformes,Aves Silvestres,1,1,1,,,,H5N1,Positivo,
234887,Denuncia,31/01/2023,5,06.2.05.0788,06.2.05.0788,236393,6240868,19,-71.85203929,-33.93967357,O'Higgins,NAVIDAD,NAVIDAD,7.4,19.3,86.9,0,0,Piquero,Sula variegata,Sulidae,Suliformes,Aves Silvestres,2,2,2,,,,H5N1,Positivo,
234920,Vigilancia,31/01/2023,5,15.1.01.0701,15.1.01.0701,360449,7962941,19,-70,-18,Arica,ARICA,ARICA,21.8,27.2,66,0.2,0.2,Guanay,Leucocarbo bougainvilliorum,Phalacrocoracidae,Suliformes,Aves Silvestres,1,2,1,1,,,,Positivo,
234929,Vigilancia,31/01/2023,5,15.1.01.0701,15.1.01.0701,360449,7962941,19,-70,-18,Arica,ARICA,ARICA,21.8,27.2,66,0.2,0.2,Guanay,Leucocarbo bougainvilliorum,Phalacrocoracidae,Suliformes,Aves Silvestres,1,1,1,,,,H5N1,Positivo,
234906,Vigilancia,31/01/2023,5,15.1.01.1005,15.1.01.1005,360671,7951676,19,-70.31996629,-18.52086999,Arica,ARICA,ARICA,20.9,27.5,68,0,0,Piquero,Sula variegata,Sulidae,Suliformes,Aves Silvestres,1,2,2,,,,H5N1,Positivo,
234908,Vigilancia,1/02/2023,5,15.1.02.0124,15.1.02.0124,366497,7877562,19,-70.26981157,-19.19091189,Arica,CAMARONES,CAMARONES,21.7,29.3,55.4,0,0,Piquero,Sula variegata,Sulidae,Suliformes,Aves Silvestres,1,2,1,1,,,,Positivo,
235876,Vigilancia,2/02/2023,5,15.1.01.0996,15.1.01.0996,362096,7957144,19,-70.3060942,-18.47155594,Arica,ARICA,ARICA,20.9,26.3,64,0,0,Guanay,Leucocarbo bougainvilliorum,Phalacrocoracidae,Suliformes,Aves Silvestres,1,1,1,,,,,Positivo,
235246,Vigilancia,3/02/2023,5,03.3.04.0147,03.3.04.0147,286384,6870582,19,-71.17783689,-28.27344924,Atacama,HUASCO,HUASCO,13.6,23.1,76.8,0,0,Guanay,Leucocarbo bougainvilliorum,Phalacrocoracidae,Suliformes,Aves Silvestres,1,2,2,,,,H5N1,Positivo,
235897,Vigilancia,3/02/2023,5,15.1.01.1005,15.1.01.1005,360671,7951676,19,-70.31996629,-18.52086999,Arica,ARICA,ARICA,21,26.1,68,0,0,Piquero,Sula variegata,Sulidae,Suliformes,Aves Silvestres,1,1,1,,,,H5N1,Positivo,
235897,Vigilancia,3/02/2023,5,15.1.01.1005,15.1.01.1005,360671,7951676,19,-70.31996629,-18.52086999,Arica,ARICA,ARICA,21,26.1,68,0,0,Guanay,Leucocarbo bougainvilliorum,Phalacrocoracidae,Suliformes,Aves Silvestres,1,1,1,,,,,Positivo,
235233,Vigilancia,4/02/2023,5,01.1.01.0059,01.1.01.0059,380771,7765756,19,-70.14120458,-20.20199129,Tarapacá,IQUIQUE,IQUIQUE,21.4,28.6,59.8,0,0,Piquero,Sula variegata,Sulidae,Suliformes,Aves Silvestres,1,1,1,,,,,Positivo,
235519,Vigilancia,4/02/2023,5,03.2.01.0012,03.2.01.0012,334050,7098731,19,-70.66119611,-26.22142701,Atacama,CHAÑARAL,CHAÑARAL,17.9,23.9,72.8,0,0.3,Piquero,Sula variegata,Sulidae,Suliformes,Aves Silvestres,1,1,1,,,,H5N1,Positivo,
235896,Vigilancia,4/02/2023,5,15.1.01.0995,15.1.01.0995,358950,7926315,19,-70.33806026,-18.74990641,Arica,ARICA,ARICA,21.5,30.4,60.9,0,0,Piquero,Sula variegata,Sulidae,Suliformes,Aves Silvestres,5,1,1,,,,,Positivo,
235898,Vigilancia,4/02/2023,5,15.1.02.0124,15.1.02.0124,366497,7877562,19,-70.26981157,-19.19091189,Arica,CAMARONES,CAMARONES,20.2,28.5,59.9,0,0,Guanay,Leucocarbo bougainvilliorum,Phalacrocoracidae,Suliformes,Aves Silvestres,5,1,1,,,,,Positivo,
235374,Vigilancia,5/02/2023,6,01.1.01.0073,01.1.01.0073,379592,7761943,19,-70.15274149,-20.23636668,Tarapacá,IQUIQUE,IQUIQUE,21.5,28.7,58.8,0,0,Guanay,Leucocarbo bougainvilliorum,Phalacrocoracidae,Suliformes,Aves Silvestres,1,1,1,,,,H5N1,Positivo,
235520,Vigilancia,5/02/2023,6,03.2.01.0066,03.2.01.0066,338098,7084719,19,-70.62244667,-26.34836,Atacama,CHAÑARAL,CHAÑARAL,18.7,23.6,70.3,0,0.3,Guanay,Leucocarbo bougainvilliorum,Phalacrocoracidae,Suliformes,Aves Silvestres,1,1,1,,,,H5N1,Positivo,
235900,Vigilancia,5/02/2023,6,15.1.01.1005,15.1.01.1005,360671,7951676,19,-70.31996629,-18.52086999,Arica,ARICA,ARICA,22.3,27.2,67,0,0,Piquero,Sula variegata,Sulidae,Suliformes,Aves Silvestres,1,1,1,,,,H5N1,Positivo,
235564,Vigilancia,6/02/2023,6,01.1.01.0069,01.1.01.0069,382032,7756232,19,-70.12975863,-20.28811547,Tarapacá,IQUIQUE,IQUIQUE,20.3,28.5,63.2,0,0,Guanay,Leucocarbo bougainvilliorum,Phalacrocoracidae,Suliformes,Aves Silvestres,1,1,1,,,,H5N1,Positivo,
236025,Vigilancia,6/02/2023,6,02.1.02.0076,02.1.02.0076,345935,7452065,19,-70.50358642,-23.03273873,Antofagasta,MEJILLONES,MEJILLONES,20.2,29.5,65,0,0,Guanay,Leucocarbo bougainvilliorum,Phalacrocoracidae,Suliformes,Aves Silvestres,1,1,1,,,,H5N1,Positivo,
